id,nombres,apellidos,fechaNacimiento,municipio_id_nacimiento,profesion_id,genero_id,fecha_fallecimiento,perfil_educativo,grado_estudio_id,activo,usercreated,usermodifed,created_at,updated_at
2336,Mayerling,Castañeda Cadena,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-02-24 20:53:00,2014-07-18 10:03:00
2337,Paulo Otoniel,Garcia Ortega,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 20:58:00,2018-01-22 16:48:00
2338,Francisco Javier,Bello Duran,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:03:00,2018-01-30 15:13:00
2339,Alfary,Valenzuela Buitrago,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-02-24 21:10:00,2013-11-15 14:15:00
2340,Jose,Sabas Caicedo,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:14:00,2018-01-23 15:16:00
2341,Jose Ramon,Benavides Marin,NA,4,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:18:00,2018-01-22 17:53:00
2342,Rodolfo,Vargas Navarro,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:21:00,2013-11-15 14:15:00
2343,Cesar Augusto,Surdis,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:25:00,2018-09-10 16:05:00
2344,Hernan,Gulfo Garcia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:28:00,2018-01-22 16:45:00
2345,James Alberto,Molina Castañeda,1985-09-26,52,187,1,NA,NA,8,1,NA,NA,2010-02-24 21:31:00,2013-11-15 14:15:00
2346,Tiburcio,Beltran Espitia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:34:00,2018-01-29 14:51:00
2347,Javier Ignacio,Zuleta Moscoso,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:36:00,2013-11-15 14:15:00
2348,Julio David,Castelar Garcia,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:40:00,2018-01-22 16:50:00
2349,Jose Antonio,Rojas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:44:00,2018-01-23 14:03:00
2351,Maria Elena,Basante Solarte,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-02-24 21:49:00,2018-01-26 18:39:00
2352,Helio Faber,Giraldo Correa,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-02-24 21:53:00,2014-07-18 10:03:00
2353,Giovanni,Tellez Serrano,1977-12-02,29,174,1,NA,NA,5,1,NA,NA,2010-02-24 21:56:00,2014-02-20 00:30:00
2355,Laura,Galindo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-02-25 02:15:00,2010-02-25 02:15:00
2357,Angelica,Rios,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-02-26 15:13:00,2010-02-26 15:15:00
2358,Erik,Rojas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-02-27 13:42:00,2010-02-27 13:45:00
2361,Gonzalo,Correal Ospina,1966-11-09,4,177,1,NA,NA,NA,1,NA,NA,2010-03-01 15:23:00,2017-01-20 16:32:00
2366,Adelfa De Lourdes,Pineda Cespedes,NA,NA,NA,2,NA,NA,NA,1,NA,NA,2010-03-02 20:11:00,2018-01-23 15:41:00
2370,Jaime,Jurado Jurado,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-03-03 17:46:00,2014-07-18 10:03:00
2371,Oscar Jose,Perez Alvarez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-03-03 17:48:00,2018-01-23 13:48:00
2375,David,Ballén,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-03 21:17:00,2013-12-11 20:34:00
2376,Eduardo Carlos,Merlano Morales,1976-08-16,41,174,1,NA,NA,11,1,NA,NA,2010-03-05 18:57:00,2021-03-01 22:44:00
2380,Gonzalo,Correal O,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-07 04:26:00,2011-05-23 16:29:00
2383,Edgar Eduardo,Robles Fonnegra,NA,4,NA,1,NA,NA,16,1,NA,NA,2010-03-08 13:49:00,2017-01-20 16:30:00
2384,Daniel,Jaramillo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-09 16:15:00,2010-03-09 16:15:00
2385,Margarita María,Ram,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-09 18:19:00,2010-12-06 16:12:00
2388,Diego Felipe,Gómez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-09 18:49:00,2011-02-09 16:16:00
2389,Laura,Hernandez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-09 18:50:00,2010-06-11 21:44:00
2391,Equipo,Cv,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-09 19:04:00,2014-04-08 10:20:00
2392,Manuela,Pinilla,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-09 21:51:00,2010-04-06 21:26:00
2393,Miguel,González,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-10 01:35:00,2010-03-10 01:36:00
2394,Daniel Julián,Cardenas Ortiz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-10 20:13:00,2010-03-10 20:14:00
2395,Iván,Cepeda Castro,1962-10-24,4,188,1,NA,NA,5,1,NA,NA,2010-03-11 17:04:00,2021-03-19 00:42:00
2396,Sorey,García,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-11 18:27:00,2010-03-11 18:27:00
2398,Eliana,Toro,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-12 19:03:00,2010-03-12 19:03:00
2409,Víctor,Hernández,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-15 18:07:00,2010-03-15 18:08:00
2412,Mateo,Cortes,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-16 17:35:00,2010-04-20 21:51:00
2413,Christian,Benito,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-16 17:35:00,2012-02-07 18:18:00
2414,China,Colombia,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-16 17:38:00,2010-03-16 17:38:00
2419,Equipo,Congreso Visible,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-03-30 16:52:00,2018-05-17 19:26:00
2422,Julian,Amaya,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-06 01:18:00,2010-04-06 01:18:00
2423,Monica,Pachon,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-06 03:07:00,2014-02-10 17:21:00
2425,Hernando,Chagres Sarmiento,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-04-07 17:09:00,2021-03-07 23:36:00
2426,Juan Carlos,Rodríguez Guzman,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-07 18:03:00,2010-06-22 20:45:00
2428,Marcela,Galvis,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-08 18:08:00,2010-04-08 18:09:00
2430,Alejandra,Lopez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-08 22:08:00,2010-04-08 22:09:00
2431,Eduardo Leon,Lozano Perez,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-04-09 21:50:00,2020-12-28 18:02:00
2432,Susana,Rubinstein,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 15:47:00,2010-10-05 21:25:00
2433,Jessica,Grautoff,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 15:51:00,2010-12-16 19:11:00
2434,Germán,Ballén,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 19:27:00,2011-03-31 13:46:00
2435,Luis,Martin,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 19:30:00,2010-04-12 19:43:00
2436,Felipe,Guerra,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 19:47:00,2010-12-16 18:45:00
2437,Sebastian,Rubiano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 20:21:00,2010-06-22 20:45:00
2438,Manuel Alejandro,Garzón,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 20:35:00,2010-12-16 19:04:00
2439,Juan Felipe,Lemos Uribe,1977-07-12,88,174,1,NA,NA,4,1,NA,NA,2010-04-12 22:00:00,2021-03-18 22:39:00
2440,Juan,Manuel,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-12 22:13:00,2010-04-12 22:19:00
2442,Mercedes,Rincon Espinel,1970-12-20,83,175,2,NA,NA,16,1,NA,NA,2010-04-13 14:49:00,2020-12-12 22:31:00
2443,Luis Eduardo,Diazgranados Torres,1970-07-15,5,175,1,NA,NA,16,1,NA,NA,2010-04-13 18:45:00,2021-03-19 02:03:00
2444,Jose Luis,Anaya,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-13 19:00:00,2010-04-13 19:01:00
2445,Camilo,Nieto Matiz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-13 19:14:00,2010-06-22 20:45:00
2446,Laura,Arboleda,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-13 19:14:00,2010-12-16 19:12:00
2447,Maritza,Martínez Aristizábal,1968-07-13,107,174,2,NA,NA,5,1,NA,NA,2010-04-13 19:26:00,2021-03-16 21:46:00
2448,Ángela María,Robledo Gómez,1953-09-07,48,197,2,NA,NA,5,1,NA,NA,2010-04-13 20:05:00,2021-03-19 18:09:00
2449,Miguel,Gomez Martinez,1961-03-28,4,185,1,NA,NA,5,1,NA,NA,2010-04-13 20:57:00,2021-03-02 03:39:00
2450,Wilson Hernando,Gomez Velasquez,1971-07-02,340,181,1,NA,NA,4,1,NA,NA,2010-04-13 21:05:00,2021-03-10 03:05:00
2452,Martin Emilio,Morales Diz,1968-08-22,248,174,1,NA,NA,16,1,NA,NA,2010-04-13 21:26:00,2021-03-09 03:12:00
2454,Camila,Osorio,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-13 21:55:00,2010-04-13 21:56:00
2455,William Ramon,Garcia Tirado,1966-07-18,101,185,1,NA,NA,4,1,NA,NA,2010-04-13 22:02:00,2021-02-15 17:12:00
2456,Arleth Patricia,Casado De Lopez,1963-12-20,313,175,2,NA,NA,4,1,NA,NA,2010-04-14 21:19:00,2021-03-16 07:56:00
2457,Mariana,Quevedo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-15 16:46:00,2010-04-15 16:48:00
2458,Juan Carlos,Rizzetto Luces,1970-11-20,1,193,1,NA,NA,16,1,NA,NA,2010-04-15 19:06:00,2021-03-14 00:41:00
2459,Antonio Jose,Correa Jimenez,1975-06-14,101,180,1,NA,NA,16,1,NA,NA,2010-04-15 20:06:00,2021-03-18 13:31:00
2462,Nerthink Mauricio,Aguilar Hurtado,1976-04-10,4,193,1,NA,NA,4,1,NA,NA,2010-04-15 21:22:00,2021-03-19 21:04:00
2463,Teresita,Garcia Romero,1956-11-11,121,193,2,NA,NA,4,1,NA,NA,2010-04-15 21:30:00,2021-03-17 10:04:00
2469,John,Acosta,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-16 23:53:00,2010-04-16 23:53:00
2470,Mauricio,Dachiardi,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-17 02:57:00,2011-03-27 14:20:00
2472,Sebastián,Hurtado Cano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-17 18:15:00,2010-05-15 23:07:00
2473,Juan,Ovalle,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-17 18:23:00,2010-06-22 20:45:00
2474,Javid Jose,Benavides Aguas,NA,19,174,1,NA,NA,4,1,NA,NA,2010-04-19 18:27:00,2021-01-23 02:23:00
2479,Pablo Aristobulo,Sierra Leon,1960-01-01,49,174,1,NA,NA,NA,1,NA,NA,2010-04-19 21:45:00,2021-02-09 13:15:00
2480,Luis Guillermo,Barrera Gutierrez,1966-08-15,111,201,1,NA,NA,4,1,NA,NA,2010-04-19 22:01:00,2021-03-10 19:56:00
2481,Francisco,Azuero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-19 22:13:00,2013-01-28 15:54:00
2482,Natalia,Gonzalez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-19 22:29:00,2013-06-11 16:22:00
2483,Jairo,Quintero Trujillo,1950-05-20,48,174,1,NA,NA,16,1,NA,NA,2010-04-20 14:44:00,2021-03-18 13:32:00
2484,Hernan,Penagos Giraldo,1971-08-12,253,174,1,NA,NA,4,1,NA,NA,2010-04-20 15:01:00,2021-03-14 18:20:00
2485,Fabiola,Olaya Rivera,NA,75,196,2,NA,NA,16,1,NA,NA,2010-04-20 15:33:00,2021-03-18 07:26:00
2486,Jose Maria,Conde Romero,NA,41,217,1,NA,NA,NA,1,NA,NA,2010-04-20 16:07:00,2021-03-18 21:09:00
2487,German Nestor,Viana Guerrero,1956-08-23,5,174,1,NA,NA,NA,1,NA,NA,2010-04-20 16:50:00,2021-03-05 00:49:00
2488,Jairo Enrique,Merlano Fernandez,1956-08-07,41,174,1,NA,NA,16,1,NA,NA,2010-04-20 18:24:00,2021-03-03 17:16:00
2489,Jesus Enrique,Piñacue Achicue,1964-01-02,221,188,1,NA,NA,16,1,NA,NA,2010-04-20 18:41:00,2021-03-16 19:23:00
2491,Camilo Andres,Abril Jaimes,1981-09-07,58,181,1,NA,NA,4,1,NA,NA,2010-04-20 20:35:00,2021-03-18 23:30:00
2492,Jose Rodolfo,Perez Suarez,1966-07-25,58,174,1,NA,NA,4,1,NA,NA,2010-04-20 20:49:00,2021-03-17 19:36:00
2494,José Alfredo,Gnecco Zuleta,1976-04-17,57,175,1,NA,NA,16,1,NA,NA,2010-04-20 22:25:00,2021-03-19 15:32:00
2495,Daniel,Agudelo Parra,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-20 23:17:00,2010-04-20 23:18:00
2496,Jose Bernardo,Florez Asprilla,1962-04-19,360,193,1,NA,NA,16,1,NA,NA,2010-04-21 16:03:00,2021-03-17 22:21:00
2497,Raymundo Elias,Mendez Bechara,1977-01-27,116,175,1,NA,NA,4,1,NA,NA,2010-04-21 18:12:00,2021-02-24 19:32:00
2498,Nicolas  Antonio,Jimenez Paternina,NA,NA,174,1,NA,NA,16,1,NA,NA,2010-04-21 18:20:00,2021-03-13 17:25:00
2499,José Edilberto,Caicedo Sastoque,1961-11-24,216,193,1,NA,NA,4,1,NA,NA,2010-04-21 21:05:00,2021-03-09 03:41:00
2500,Eduardo Jose,Castañeda Murillo,1960-02-14,339,184,1,NA,NA,4,1,NA,NA,2010-04-21 21:31:00,2021-03-16 06:43:00
2501,Jaime Alonso,Vasquez Bustamante,1967-10-30,256,204,1,NA,NA,16,1,NA,NA,2010-04-22 20:29:00,2021-03-11 09:18:00
2502,Alfredo Rafael,Deluque Zuleta,1977-02-21,30,174,1,NA,NA,4,1,NA,NA,2010-04-23 15:26:00,2021-03-19 08:43:00
2504,Eduardo Agaton,Diazgranados Abadia,1969-04-17,343,174,1,NA,NA,4,1,NA,NA,2010-04-23 16:44:00,2021-03-08 07:02:00
2505,Libardo Enrique,Garcia Guerrero,1984-01-01,117,203,1,NA,NA,5,1,NA,NA,2010-04-23 17:06:00,2021-03-08 22:49:00
2506,Claudia Marcela,Amaya Garcia,1968-11-08,107,175,2,NA,NA,16,1,NA,NA,2010-04-23 18:22:00,2021-03-17 09:22:00
2507,Jaime,Rodríguez Contreras,1956-01-14,107,182,1,NA,NA,4,1,NA,NA,2010-04-23 18:45:00,2021-03-01 14:55:00
2508,Bayardo Gilberto,Betancourt Pérez,1972-10-24,205,177,1,NA,NA,5,1,NA,NA,2010-04-23 19:52:00,2021-03-09 04:22:00
2509,Hector Emilio,Vengoechea Ospino,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-24 17:15:00,2010-04-24 17:16:00
2511,Julian,Diaz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-25 23:52:00,2010-04-25 23:55:00
2512,Orlan,Gutierrez R,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-26 15:59:00,2010-04-26 16:28:00
2513,Carlos Eduardo,Hernandez Mogollon,1963-07-26,6,182,1,NA,NA,NA,1,NA,NA,2010-04-26 18:59:00,2021-03-09 18:30:00
2514,Luis Fernando,Ochoa Zuluaga,1970-11-25,NA,180,1,NA,NA,4,1,NA,NA,2010-04-26 20:20:00,2021-03-19 10:19:00
2515,Didier,Burgos Ramirez,1962-08-11,11,193,1,NA,NA,4,1,NA,NA,2010-04-26 21:18:00,2021-03-16 05:12:00
2516,Atilano Alonso,Giraldo Arboleda,1956-08-08,262,193,1,NA,NA,16,1,NA,NA,2010-04-26 22:04:00,2021-02-25 18:26:00
2517,Jorge Eliecer,Gomez Villamizar,1954-10-20,198,185,1,NA,NA,4,1,NA,NA,2010-04-27 15:08:00,2021-03-12 02:42:00
2518,Natalia,Gonzalez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-27 16:54:00,2010-06-22 20:45:00
2519,Luis,M Rodriguezr,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-27 19:27:00,2010-04-27 19:27:00
2520,Holger Horacio,Diaz Hernandez,1960-07-25,28,180,1,NA,NA,4,1,NA,NA,2010-04-27 20:19:00,2021-02-26 02:51:00
2521,Didier Alberto,Tavera Amado,1970-08-17,350,174,1,NA,NA,16,1,NA,NA,2010-04-27 20:34:00,2021-03-10 13:16:00
2522,Ruben Dario,Rodriguez Gongora,1953-10-16,146,174,1,NA,NA,16,1,NA,NA,2010-04-27 21:33:00,2021-03-13 06:10:00
2523,Carlos Edward,Osorio Aguiar,1974-09-15,146,174,1,NA,NA,16,1,NA,NA,2010-04-27 22:20:00,2021-03-05 22:59:00
2524,Melida,Barrera,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-27 23:59:00,2010-06-22 20:45:00
2525,Andrés Felipe,Ortega Gómez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-28 05:36:00,2010-04-28 20:20:00
2530,Oscar Humberto,Henao Martinez,1965-02-03,87,193,1,NA,NA,16,1,NA,NA,2010-04-28 15:11:00,2021-03-17 07:29:00
2532,Carlos,Munoz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-28 15:47:00,2010-06-22 20:45:00
2533,Wilson Neber,Arias Castillo,1962-12-17,1,NA,1,NA,NA,12,1,NA,NA,2010-04-28 16:29:00,2021-03-18 09:19:00
2534,Jairo,Ortega Samboni,1963-04-28,7,174,1,NA,NA,4,1,NA,NA,2010-04-28 16:44:00,2021-03-17 15:41:00
2535,Adolfo Leon,Rengifo Santibañez,1959-12-02,27,180,1,NA,NA,5,1,NA,NA,2010-04-28 16:55:00,2021-03-08 22:13:00
2536,Heriberto,Escobar Gonzalez,1977-10-10,362,175,1,NA,NA,4,1,NA,NA,2010-04-28 18:06:00,2021-03-18 07:37:00
2538,Juan Carlos,Salazar Uribe,1965-07-04,7,193,1,NA,NA,5,1,NA,NA,2010-04-28 18:40:00,2021-03-16 01:32:00
2539,Jairo,Hinestroza Sinisterra,1968-04-22,1,204,1,NA,NA,4,1,NA,NA,2010-04-28 18:55:00,2021-03-13 21:13:00
2542,Daniel,Assaf,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-29 18:47:00,2010-04-29 23:55:00
2544,Moni,Vega,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-30 02:37:00,2010-04-30 02:47:00
2545,Nico,Santamaria,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-04-30 17:52:00,2010-06-22 20:45:00
2546,Andrés,Mezaescallón,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-01 15:52:00,2010-05-01 16:07:00
2548,Victor,Alvarez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-05 02:31:00,2010-05-05 02:37:00
2549,Maria Nancy,Montoya Quintero,1966-04-29,283,182,2,NA,NA,16,1,NA,NA,2010-05-05 14:45:00,2021-03-19 02:50:00
2553,Mercedes Eufemia,Marquez Guenzati,1967-06-05,332,200,2,NA,NA,1,1,NA,NA,2010-05-06 18:05:00,2021-02-16 02:22:00
2554,Juan Pablo,Iribarne,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-10 13:52:00,2010-05-10 13:53:00
2556,Mario,Ruiz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-10 16:44:00,2012-05-02 14:08:00
2557,Augusto Jorge,Duplat Gutierrez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-10 18:41:00,2011-01-17 20:18:00
2560,Alejandro,Angulo Novoa,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:15:00,2010-05-11 12:16:00
2562,Edinson,Malagon,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:23:00,2010-05-11 13:48:00
2563,Carlos Andres,Angarita,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:25:00,2010-05-11 12:25:00
2564,Corporación,Nuevo Arco Iris,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:27:00,2011-10-14 17:00:00
2565,Gina,Romero,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:29:00,2011-06-20 16:32:00
2566,José Camilo,Córdoba,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:42:00,2010-11-08 18:49:00
2567,Karen,Labrador,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:44:00,2011-01-14 20:54:00
2568,Esperanza,Gonzalez Rodriguez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:47:00,2010-05-11 12:47:00
2569,Observatorio Legislativo,Instituto De Ciencia Política,1931-01-01,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:51:00,2011-03-23 21:32:00
2570,Humanas,Colombia,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:53:00,2012-07-25 20:58:00
2571,Carlos,Espitia,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 12:56:00,2011-01-12 21:53:00
2573,Juan De Dios,Mosquera,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:02:00,2010-05-11 13:51:00
2574,Red Nacional,De Mujeres,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:03:00,2011-12-02 16:35:00
2575,Liliana,Vargas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:05:00,2010-05-11 13:49:00
2576,Sandra,Martínez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:06:00,2011-06-20 14:36:00
2577,Diego,Mazorra,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:08:00,2010-05-21 20:46:00
2578,Antonio,Madariaga,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:10:00,2010-05-11 13:44:00
2579,Elizabeth,Yarse,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:15:00,2010-05-11 13:15:00
2583,Juan Fernando,Quejada Sanchez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:35:00,2010-06-08 15:31:00
2584,Xiomara,Trujillo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-11 13:39:00,2010-06-22 20:45:00
2588,Renata,Avila,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-18 17:45:00,2010-05-18 17:46:00
2589,Jose Hernando,Bermudez Vargas,NA,NA,NA,1,NA,NA,NA,1,NA,NA,2010-05-19 20:02:00,2018-01-23 18:01:00
2590,Marce,Vega,1988-09-07,74,NA,NA,NA,NA,NA,1,NA,NA,2010-05-20 21:46:00,2011-05-12 19:40:00
2595,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-21 14:40:00,2010-05-21 14:40:00
2596,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-21 14:40:00,2010-05-21 14:40:00
2597,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-21 14:40:00,2010-05-21 14:40:00
2598,José Noe,Ríos Muñoz,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-21 14:40:00,2010-05-21 14:40:00
2599,Marly Andrea,Parra Gonzalez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-25 04:52:00,2010-05-25 04:56:00
2600,José David,Name Cardozo,1968-11-18,5,175,1,NA,NA,4,1,NA,NA,2010-05-25 15:33:00,2021-03-18 18:20:00
2602,José,Regendorf,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-26 18:57:00,2010-06-22 20:45:00
2603,Movimiento Político,Mira,1996-07-26,4,NA,NA,NA,NA,NA,1,NA,NA,2010-05-26 20:34:00,2013-05-06 13:52:00
2604,Eduardo,Rodriguez Madriñan,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-26 22:11:00,2010-05-26 22:16:00
2605,Maria Camila,Agudelo,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 01:29:00,2014-05-19 16:39:00
2606,David,Jiménez Patiño,NA,256,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 13:53:00,2010-08-19 16:59:00
2607,Partido,Social De Unidad Nacional,NA,4,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 17:14:00,2015-02-10 19:20:00
2608,Partido,Liberal Colombiano,1931-07-16,343,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:23:00,2014-12-16 16:55:00
2609,Partido,Verde,1998-06-05,4,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:24:00,2013-06-20 19:31:00
2611,Partido,Alas,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:28:00,2012-05-25 18:26:00
2612,Polo Democrático,Alternativo,NA,4,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:29:00,2012-10-27 22:26:00
2613,Paola,Tovar,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:29:00,2010-05-27 19:29:00
2614,Partido De,Integración Nacional,1987-07-24,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:31:00,2016-03-09 19:10:00
2615,Movimiento De Autoridades,Indígenas De Colombia,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:32:00,2012-02-29 16:55:00
2616,Partido,Cambio Radical,NA,4,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 19:54:00,2011-04-15 21:14:00
2617,Partido,Conservador Colombiano,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 20:00:00,2013-04-11 17:58:00
2618,Jorge Eduardo,Alzate Tibaquirá,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-27 22:03:00,2010-05-27 22:06:00
2620,Juan Francisco,Gómez,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-28 19:59:00,2011-02-07 20:57:00
2621,Santiago,Tamayo,NA,4,NA,NA,NA,NA,NA,1,NA,NA,2010-05-28 20:00:00,2011-02-07 20:58:00
2622,Sandra Lucía,Zamora,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2010-05-28 20:07:00,2011-02-07 20:58:00
