id,control_politico_id,persona_id
95685,75085,295
95688,75126,8511
95689,73657,9482
95703,75192,7616
95704,75192,2496
95705,75192,7848
95706,75192,7767
95707,75198,9593
95708,75198,211
95709,75198,7839
95710,75198,9406
95711,75198,9193
95726,75641,2818
95727,75642,2113
95745,76411,9435
95747,72339,2395
95748,75560,8467
95760,71068,997
95761,71068,8223
95762,71068,8585
95763,71068,183
95764,71068,9554
95765,71068,9462
95766,71068,791
95767,71068,2456
95768,71068,9081
95769,71068,731
95770,71068,1279
95771,73629,9464
95772,73629,324
95773,73629,9486
95774,73629,9535
95775,73110,8467
95776,71377,9495
95777,71367,66
95778,71367,8355
95779,71367,997
95780,71367,7911
95781,71367,9417
95782,71367,914
95783,71367,122
95784,71367,183
95785,71367,8344
95786,71367,8474
95787,71367,1531
95788,71367,9562
95789,71367,2462
95790,71227,997
95791,75120,27
95792,75120,47
95793,69149,112
95794,69149,7792
95795,69149,8223
95796,71702,7792
95797,71702,9488
95798,71702,9554
95799,71702,2734
95800,71702,1527
95801,71339,8513
95802,71339,2600
95803,71339,2734
95804,71339,7792
95805,71339,1527
95806,71339,92
95807,71339,446
95808,70840,446
95811,72386,7554
95812,72278,295
95813,72991,9738
95814,68865,1513
95815,68865,297
95816,70902,59
95817,70902,39
95818,70581,59
95819,70581,875
95820,72235,2818
95821,72235,9406
95822,71125,59
95823,71125,39
95824,71121,59
95825,71121,875
95826,72719,8467
95827,70838,59
95828,70838,875
95829,73027,39
95830,73027,2447
95831,73447,59
95832,73447,2447
95833,72986,9427
95835,74847,59
95836,75535,39
95837,75535,59
95838,75535,2447
95839,75657,9593
95840,75657,211
95841,75657,7839
95842,75657,9406
95843,75657,9193
95844,75622,7616
95845,75622,2496
95846,75622,7848
95847,75622,7767
95854,76873,7646
95856,72182,2459
95858,77042,505
95882,77080,256
95883,77080,7554
95884,77080,7619
95885,77080,2246
95886,77080,295
95887,77080,7336
95888,77080,8906
95889,77080,12237
95890,77080,718
95891,77080,8785
95892,77080,7314
95893,77080,8707
95894,77080,9486
95895,77080,7481
95896,77080,8026
95897,77080,8191
95898,77080,508
95899,77080,7679
95900,77220,7739
95901,77276,997
95911,77106,482
95915,77339,9521
95916,77339,7315
95917,77339,7316
95918,77339,7677
95919,77339,1177
95920,74773,8191
95921,75541,2246
95925,77282,9481
95926,77282,59
95927,77282,2447
95936,77553,122
95937,77553,9562
95938,77553,8474
95939,77553,997
95940,77556,122
95941,77556,9562
95942,77556,8474
95943,77556,997
95968,71352,7337
95969,71352,8183
95970,71352,8112
95971,71352,1170
95972,71352,7799
95973,71352,8361
95974,71352,8639
95952,71251,7337
95953,71251,8183
95954,71251,8112
95955,71251,8177
95956,71251,1170
95957,71251,8361
95958,71251,8639
95959,71251,7799
95960,71065,7337
95961,71065,8183
95962,71065,8112
95963,71065,8177
95964,71065,1170
95965,71065,8361
95966,71065,8639
95967,71065,7799
95975,71861,7337
95976,77657,2395
95980,77739,2043
95981,77739,47
95982,77740,7314
95983,77740,295
95985,72852,2448
95991,77845,77
95998,70839,1201
95999,70920,1201
96000,70920,9538
96001,70920,1950
96002,70920,8623
96003,71139,9538
96004,71139,8623
96005,71139,1201
96006,71139,2516
96007,71139,7356
96008,71139,1950
96009,71152,873
96010,71152,482
96011,71152,8567
96012,77923,2395
96014,78002,33
96015,78002,4
96016,78002,1513
96017,78002,85
96018,78002,1527
96019,78002,1279
96020,78005,2462
96041,78066,9435
96062,78209,2462
96063,78251,8467
96085,72221,8355
96086,72395,9562
96087,72395,8474
96088,77484,7646
96089,77314,2113
96090,77314,7677
96091,72715,66
96092,72715,8355
96093,72715,997
96094,72715,7911
96095,72715,9417
96096,72715,914
96097,72715,122
96098,72715,183
96099,72715,8344
96100,72715,8474
96101,72715,1531
96102,72715,9562
96103,72715,2462
96104,73214,9417
96105,73214,7911
96106,75013,122
96107,78527,7314
96108,77338,7314
96109,77338,482
96115,78753,295
96116,75017,8474
96117,75017,2462
96118,76074,9562
96119,76074,8355
96120,76074,7911
96121,76078,9562
96122,76078,7911
96129,76676,59
96130,76676,77
96131,76676,39
96132,77688,9462
96133,77279,59
96134,77764,9521
96135,77764,7315
96136,77764,7316
96137,77764,7677
96138,77764,1177
96139,77509,7470
96140,77924,668
96143,75592,2448
96144,75592,7679
96145,78069,1334
96146,78069,8183
96147,78331,4993
96148,78331,1186
96149,78331,731
96150,78331,4
96151,78331,38
96152,78331,33
96153,78331,8223
96154,78331,42
96155,78331,519
96156,78331,13
96157,78331,9486
96158,78331,112
96159,78331,9464
96160,78331,324
96161,78331,1178
96162,78331,251
96163,78331,8349
96164,78331,7646
96165,78331,9535
96167,79794,9435
96169,79800,27
96170,79800,47
96171,77900,295
96173,79853,47
96176,79858,753
96177,79858,47
96178,77498,2600
96179,77533,9488
96180,77533,9554
96181,77533,446
96185,79872,59
96186,79872,77
96187,79872,39
96188,79877,2447
96189,71409,873
96190,71409,7354
96191,79448,33
96192,79448,519
96193,76916,7792
96196,78745,7481
96197,78745,7314
96204,80122,14067
96205,80131,13064
96206,80131,13946
96207,80131,2395
96219,80173,2600
96220,80173,8162
96221,80173,14038
96225,80186,1531
96233,80209,12395
96234,80209,12301
96235,80209,303
96237,80208,13185
96238,80208,8582
96239,80208,12903
96240,80208,12433
96241,80208,13202
96242,80208,13462
96243,80219,1950
96244,77744,8191
96245,80224,257
96246,80224,1255
96247,80224,13064
96248,80224,1513
96249,80224,8906
96250,80224,9488
96251,80224,153
96252,80224,13946
96253,80224,507
96393,80285,2507
96394,80285,12519
96395,80285,13928
96396,80285,12331
96397,80285,1880
96398,80285,13594
96399,80285,13342
96420,80375,12771
96421,80375,5479
96422,80375,13162
96423,80375,12555
96424,80375,13943
96425,80375,14331
96426,80375,13660
96438,80445,1531
96439,80446,791
96450,80493,1522
96451,80493,7619
96452,80493,9442
96453,80493,8150
96454,80493,14399
96469,80526,14089
96470,80526,13042
96471,80526,12915
96483,80616,8576
96484,80616,14320
96485,80616,13476
96486,80616,12460
96487,80616,7437
96488,80616,7470
96489,80616,2256
96490,80616,14067
96491,80616,1560
96492,80616,12324
96493,80616,2109
96494,80616,9406
96495,80616,7839
96518,80671,77
96519,80671,9430
96520,80671,13887
96526,80701,13185
96527,80701,482
96528,80701,12582
96529,80701,12903
96530,80701,12433
96531,80701,873
96532,80701,13967
96533,80701,12705
96534,80701,13202
96535,80701,13462
96536,80701,13937
96537,80701,13150
96543,80708,14341
96619,80831,14395
96620,80831,14399
96645,80926,1531
96646,80927,791
96670,81006,14266
96671,67572,9473
96672,67572,39
96673,67572,1513
96674,67572,77
96675,67572,153
96676,67572,1279
96677,67572,2463
96678,66982,9473
96679,66982,324
96680,66982,997
96681,66982,39
96682,66982,2600
96683,66982,74
96684,66982,9537
96685,66982,2734
96686,66982,8474
96687,66982,8511
96688,35027,2600
96689,35027,39
96690,35027,875
96691,35027,1279
96692,42629,77
96693,42629,39
96694,48952,482
96695,48952,7947
96696,48952,8567
96697,55857,66
96698,55857,8355
96699,55857,997
96700,55857,7494
96701,55857,914
96702,55857,8474
96703,55857,1531
96704,55857,9562
96705,55857,2462
96706,61969,7621
96707,63005,8567
96708,62895,2600
96709,62895,446
96710,64552,9562
96711,64552,8474
96712,64685,9537
96713,64685,324
96714,64685,39
96715,64685,9473
96716,64685,8511
96717,64685,9435
96718,64685,9535
96719,66662,9473
96720,66662,324
96721,66662,997
96722,66662,39
96723,66662,2600
96724,66662,74
96725,66662,9537
96726,66662,2734
96727,66662,8474
96728,66662,8511
94521,67224,8644
94522,67224,9192
94523,67224,8810
94524,67224,7947
94525,67224,2516
94526,67224,7354
94527,67224,7356
94528,67224,9533
94529,67280,7314
94530,67303,9537
94531,67303,9550
94532,67303,8439
94536,67330,33
94540,67347,1513
94541,67347,2459
94542,67347,4
94543,67356,1177
94544,67356,2812
94547,67402,7739
94548,67404,1970
94549,67404,7475
94550,67404,8188
94551,67404,165
94552,67408,9482
94553,67415,505
94554,67415,106
94557,67137,8467
94558,67137,8827
94559,67137,933
94560,67137,2238
96738,81139,1970
96739,81139,107
96742,81142,13222
96745,81186,8595
96750,81190,14320
96751,81190,2256
96752,81190,13476
96753,81190,1560
96779,81204,13936
96782,81297,13222
96838,81606,12324
96839,81606,12805
96840,81606,13162
96841,81606,12460
96842,81606,7470
96843,81606,1880
96844,81606,7315
96845,81606,2516
96846,81606,13150
96847,81606,12376
96848,81606,8644
96849,81606,8637
96850,81606,13342
96852,81609,13222
96856,81612,14032
96857,81612,2443
96858,81612,14029
96938,81920,12528
96940,81957,12587
96915,81894,13570
96916,81894,14089
96917,81894,13420
96918,81894,13936
96919,81894,13042
96920,81894,12915
96921,81894,14551
96922,81894,14552
96923,81894,13436
96924,81894,1950
96942,81961,7677
97017,82490,1456
97018,82490,1531
97019,82490,791
97024,82544,192
97025,82544,7739
97060,82652,13185
97061,82652,12582
97062,82652,12705
97063,82652,13967
97064,82652,8567
97065,82652,13150
97103,83012,13236
97106,83040,13570
97107,83040,13042
97126,83109,14341
97127,83109,12805
97134,83115,2499
97135,83115,12324
97136,83115,9387
97137,83115,2256
97138,83115,2109
97139,83115,7839
97141,83200,8150
97148,83206,2499
97149,83206,12324
97150,83206,9387
97151,83206,2256
97152,83206,2109
97153,83206,7839
97158,83274,9442
97159,83274,2084
97160,83274,12666
97161,83274,7453
97167,83403,2499
97168,83403,13476
97169,83403,2109
97170,83403,9406
97171,83403,7839
97173,83527,8150
97182,83580,12528
97183,83580,12994
97184,83580,12996
97185,83580,12395
97186,83580,8528
97187,83580,13236
97188,83580,13589
97189,83580,14264
97192,83708,7315
97193,83708,8150
97194,81001,809
97195,81001,12562
97206,80166,107
97210,55588,668
97211,83940,1693
97213,83945,9435
97214,83949,9495
97215,81145,13649
97216,81887,40
97217,81887,9169
97218,81873,2600
97219,81873,77
97220,81209,7688
97230,80261,39
97231,80261,2600
97232,80261,107
97233,80261,20
97234,80261,9435
97235,80261,1693
97236,80261,1950
97237,80261,8511
97238,83100,7969
97239,83100,1186
97240,83100,8902
97241,83100,9738
97242,83100,12861
97243,83100,13456
97244,83100,8467
97245,83100,13418
97246,81194,8162
97247,81194,1804
97248,80379,14320
97249,80379,13476
97250,80379,12805
97251,80379,2256
97252,80379,1560
97253,80379,12324
97254,80379,9406
97255,80605,12324
97256,80545,7315
97257,80620,12376
97258,80620,12538
97259,80620,8637
97260,80620,13342
97261,80712,2499
97262,80712,13476
97263,80712,12805
97264,80712,12460
97265,80712,7437
97266,80712,7470
97267,80712,13871
97268,80712,14320
97269,80712,14067
97270,80712,1560
97271,80712,12324
97272,80712,8893
97313,82708,7969
97314,82708,8467
97315,82708,13852
97273,81005,8576
97274,81005,14320
97275,81005,13476
97276,81005,12460
97277,81005,7437
97278,81005,7470
97279,81005,2256
97280,81005,14067
97281,81005,1560
97282,81005,12324
97283,81005,2109
97284,81005,9406
97285,81005,7839
97289,80044,13476
97290,80044,7338
97291,80044,7316
97292,80044,13054
97293,80044,9535
97286,80169,13064
97287,80169,13946
97288,80169,2395
97294,80298,14089
97295,80298,13042
97296,80298,12915
97297,80522,13570
97298,80522,14089
97299,80522,13420
97300,80522,13936
97301,80522,13042
97302,80522,14131
97303,80522,14551
97304,80522,14552
97305,80522,13436
97306,80522,12915
97307,80522,1950
97308,82370,7969
97309,82370,13852
97321,84051,9129
97322,84051,12538
97323,84051,2507
97324,84051,7677
97325,84051,12287
97326,82304,1970
97327,82304,107
97328,80214,13
97329,84066,77
97330,84066,9430
97331,84066,13887
97332,84080,297
97333,84080,9495
97334,84097,2443
97335,84097,14029
97336,84097,2462
97337,80366,12833
97338,80519,2600
97339,80519,8162
97340,80519,14038
97341,80275,7739
97342,80275,8644
97343,80275,2502
97344,80275,12999
97345,80275,9129
97346,80275,7694
97347,80275,7677
97348,80275,2448
97349,80275,7793
97350,80275,14357
97351,80275,7767
97352,80275,12538
97353,80275,12827
97354,80275,13242
97355,80275,12287
97356,80765,7969
97357,80765,13570
97358,80765,2395
97359,80765,9481
97360,80765,77
97361,80765,9495
97362,80765,9464
97363,80765,9435
97364,80765,668
97365,80765,8511
97366,80229,2600
97367,80229,8162
97368,80229,14038
97369,80241,13185
97370,80241,8582
97371,80241,12903
97372,80241,12433
97373,80241,13202
97374,80241,13462
97375,84143,7969
97376,84143,1186
97377,84143,9738
97378,84143,12861
97379,84143,8467
97380,84143,8087
97381,84143,13979
97382,84143,13852
97383,84143,13418
97384,84143,8734
97385,80289,9442
97386,80289,12666
97387,80289,7453
97389,80292,7694
97390,80439,12376
97391,80439,12538
97392,80439,8637
97393,80439,13342
97394,80489,1880
97395,80489,9521
97396,80489,2507
97397,80489,13342
97398,80489,12519
97399,80649,2507
97400,80649,12519
97401,80649,13928
97402,80649,12331
97403,80649,1880
97404,80649,13594
97405,80649,13342
97406,80118,14067
97407,80205,14067
97408,80281,1560
97409,80281,14067
97410,80256,13476
97411,80256,9193
97412,80256,7437
97413,80256,14320
97414,80256,14067
97415,80256,1560
97416,80232,1531
97417,73696,7356
97418,73696,8567
97419,77105,482
97420,80593,1622
97421,80593,7335
97422,80245,13202
97423,80245,13462
97424,84222,2600
97425,84222,8162
97426,84222,14038
97427,80360,2600
97428,80360,8162
97429,80360,14038
97430,81518,33
97431,80135,39
97432,80135,2600
97433,80135,77
97434,80135,9169
97435,80135,14038
97436,80135,1279
97437,80135,8191
97438,80180,2600
97439,80180,8162
97440,80180,14038
97441,84235,7969
97442,84235,1186
97443,84235,8902
97444,84235,9738
97445,84235,12861
97446,84235,13456
97447,84235,8467
97448,84235,13979
97449,84235,13418
97450,81721,7483
97451,84314,12443
97452,84314,2502
97453,84340,14399
97454,84344,7793
97471,82586,2447
97472,80543,873
97473,80543,482
97474,80543,12903
97475,80543,13937
97476,80543,8567
97477,84390,13570
97478,84390,14089
97479,84390,13420
97480,84390,13936
97481,84390,13042
97482,84390,14131
97483,84390,14551
97484,84390,14552
97485,84390,13436
97486,84390,12915
97487,84390,1950
97488,82275,2600
97489,72136,39
97490,72136,2447
97491,73633,2395
97492,70035,2305
97493,70035,7315
97494,65151,2305
97495,65151,7315
97496,84400,1531
97497,82528,13660
97498,80834,13185
97499,80834,482
97500,80834,12582
97501,80834,12903
97502,80834,12433
97503,80834,873
97504,80834,13967
97505,80834,12705
97506,80834,13202
97507,80834,13462
97508,80834,13937
97509,80834,13150
97510,63153,39
97511,63153,9481
97512,63153,875
97513,63153,77
97514,63153,2447
97515,63153,85
97516,63153,1513
97517,63153,153
97518,63153,1279
97519,63711,875
97520,63711,77
97521,63711,2447
97522,64895,9481
97523,64895,875
97524,64895,77
97525,64895,59
97526,64895,1279
97531,81716,12290
97532,82593,1279
97533,84460,13570
97534,84460,14089
97535,84460,13420
97536,84460,13936
97537,84460,13042
97538,84460,14131
97539,84460,14551
97540,84460,14552
97541,84460,13436
97542,84460,12915
97543,84460,1950
97544,84464,13570
97545,84464,14089
97546,84464,13420
97547,84464,13936
97548,84464,13042
97549,84464,14131
97550,84464,14551
97551,84464,14552
97552,84464,13436
97553,84464,12915
97554,84464,1950
97571,84895,7969
97572,84895,1186
97573,84895,8902
97574,84895,9738
97575,84895,12861
97576,84895,13456
97577,84895,8467
97578,84895,13979
97579,84895,13418
97580,84916,14089
97581,84916,13042
97582,84916,13436
97583,84916,14551
97584,80371,257
97585,80371,1255
97586,80371,13064
97587,80371,1513
97588,80371,8906
97589,80371,9488
97590,80371,153
97591,80371,13946
97592,80371,507
97598,84384,13064
97599,84384,1513
97600,84384,13946
97601,84384,2395
97602,84384,507
97603,80770,13948
97604,80770,14357
97605,80770,7694
97606,80770,14399
97623,82984,8906
97624,82984,13946
97625,82984,1255
97626,85072,13570
97627,85072,14089
97628,85072,13420
97629,85072,13936
97630,85072,13042
97631,85072,14131
97632,85072,14551
97633,85072,14552
97634,85072,13436
97635,85072,12915
97636,85072,1950
97637,85085,106
97638,85085,13660
97639,85085,2533
97640,85085,7670
97641,85085,13222
97642,80694,257
97643,80694,7554
97644,80694,507
97645,80694,8906
97646,80694,1255
97650,85167,7470
97651,85349,13946
97674,85449,9435
97682,85668,14320
97683,85668,2499
97684,85668,13476
97685,85668,7470
97686,85668,2256
97687,85668,14067
97688,85668,1560
97689,85668,9406
97691,85676,13946
97700,85712,7688
97701,85712,13660
97702,85712,2533
97703,85712,7670
97704,85712,13222
97705,85715,2533
97706,85715,13222
97707,85715,7688
97708,85715,106
97709,85715,13873
97710,85715,7670
97711,85715,13660
97712,80600,13202
97713,80600,13462
97714,84362,12528
97716,85849,12833
97717,85849,12994
97718,85849,12452
97719,85849,12395
97720,85849,12528
97721,85849,8528
97722,85849,13236
97723,85849,12855
97724,85849,12996
97729,85961,13660
97730,85961,2533
97731,85961,7670
97732,85961,13222
97735,81904,14464
97736,81904,482
97737,81904,873
97738,81904,8595
97739,81904,14038
97740,81904,2494
97741,86069,8162
97742,86069,1804
97743,82234,12996
97744,82623,14266
97745,86073,14320
97746,86073,13476
97747,86073,12805
97748,86073,7437
97749,86073,2256
97750,86073,14067
97751,86073,1560
97752,86073,9406
97753,84356,14320
97754,84356,2256
97755,84356,13476
97756,84356,9406
97757,84356,1560
97758,81481,14320
97759,81481,2256
97760,81481,13476
97761,81481,1560
97762,81485,7437
97763,82606,12805
97764,82248,482
97765,82248,13462
97781,84969,33
97782,84969,668
97783,84969,811
97784,84969,2097
97785,84969,53
97786,84969,12921
97787,84969,92
97788,86288,7688
97789,86288,13660
97790,86288,2533
97791,86288,7670
97792,86288,13222
97796,86455,8162
97797,86455,1804
97798,86497,13688
97800,86518,13150
97814,86600,13222
97816,80718,13164
97817,80718,7677
97818,80721,7677
97819,86887,40
97820,86887,1279
97821,86887,9430
97822,86887,2447
97831,80751,13570
97832,80751,14089
97833,80751,13420
97834,80751,13936
97835,80751,13042
97836,80751,14131
97837,80751,14551
97838,80751,14552
97839,80751,13436
97840,80751,12915
97841,80751,1950
97842,80885,13570
97843,80885,14089
97844,80885,13420
97845,80885,13936
97846,80885,13042
97847,80885,14131
97848,80885,14551
97849,80885,14552
97850,80885,13436
97851,80885,12915
97852,80885,1950
97853,80748,13420
97854,80748,14131
97855,80748,7646
97856,80748,14551
97857,80748,14552
97858,80748,13436
97859,80748,12915
97860,80748,1950
97861,82039,12805
97862,84775,9387
97863,87145,7767
97867,87247,14357
97868,84986,2499
97869,84986,12460
97870,84986,7470
97871,84986,9406
97876,87417,2600
97877,87417,9169
97878,87417,77
97879,87417,39
97903,87633,1186
97917,85531,2600
97918,85531,9169
97919,85531,77
97920,85531,14038
97921,85531,39
97922,81014,656
97923,81014,13638
97904,87633,8087
97905,87633,13852
97906,87633,8734
97907,87633,8439
97912,87659,12805
97913,87659,13150
97914,87406,13417
97915,87406,13946
97916,87406,2395
97924,87824,13417
97925,87824,13946
97926,87824,2395
97947,87998,2499
97948,87998,13476
97949,87998,12805
97950,87998,9193
97951,87998,7437
97952,87998,14320
97953,87998,12324
97957,88015,2084
97958,88015,12324
97959,88015,13285
97960,88015,12999
97978,88709,13660
97979,88709,106
97980,88709,2268
97981,88709,7670
97982,88709,2439
97987,82821,12433
97988,82821,12705
97989,82821,13150
97990,82821,12582
97991,82821,8567
97992,84408,7739
97993,84408,12331
97994,84408,8644
97995,84408,7677
97996,84988,13242
97997,84988,12443
97998,84988,13164
98005,89047,77
98006,89047,8191
98007,89088,12648
98008,84774,12827
98009,84774,12287
98010,84774,8637
98011,84774,13342
98012,84774,12999
98013,89225,2084
98014,89225,14284
98015,89225,13285
98016,89225,12999
98017,77505,873
98018,85443,7688
98019,85443,13660
98020,85443,2533
98021,85443,7670
98022,85443,13222
98028,89723,9435
98029,82829,7688
98030,82998,77
98031,89727,297
98032,89727,9495
98033,86694,13649
98034,89750,1186
98035,89750,13852
98036,89750,8439
98037,85439,7677
98038,85439,12999
98039,87451,13419
98040,81108,2507
98041,81108,13164
98042,81108,12287
98043,81384,7677
98045,81802,13164
98046,88136,811
98047,88136,7335
98048,88567,811
98049,88567,7335
98050,84549,13064
98051,84549,1513
98052,84549,13946
98053,84549,2395
98054,86150,192
98055,86150,7739
98056,86559,656
98057,86559,9129
98058,85964,656
98059,85964,7767
98060,84662,14355
98061,84662,8582
98062,84662,8567
98063,82045,12324
98064,82045,12805
98065,82045,13162
98066,82045,12460
98067,82045,7470
98068,82045,1880
98069,82045,7315
98070,82045,2516
98071,82045,13150
98072,82045,12376
98073,82045,8644
98074,82045,8637
98075,82045,13342
98076,88563,12648
98077,84778,12376
98078,84778,13594
98079,84778,12443
98080,85642,12443
98081,85642,7635
98082,85845,2502
98083,87397,8180
98084,89028,12999
98086,89939,13570
98087,89939,14089
98088,89939,13420
98089,89939,13936
98090,89939,13042
98091,89939,14131
98092,89939,14551
98093,89939,14552
98094,89939,13436
98095,89939,12915
98096,89939,1950
98175,90368,7315
98187,90388,1456
98188,90388,13873
98189,90388,106
98190,90388,2268
98191,90388,7670
98254,90532,9733
98255,90532,14089
98256,90532,13420
98257,90532,13042
98258,90532,14131
98259,90532,12918
98261,90539,13660
98262,90539,13900
98277,90557,7335
98278,90557,107
98279,90557,13
98280,90557,53
98281,90557,12921
98282,90557,1178
98283,90557,251
98284,90557,92
98313,90652,13887
98332,84982,12705
98333,84982,8582
98337,90755,14059
98338,90755,1956
98339,90755,14428
98340,90755,13162
98341,90755,12555
98342,90755,12562
98343,90755,13941
98344,90755,1532
98345,90781,9193
98346,90781,12324
98347,90781,12805
98348,90781,7470
98359,90861,13164
98360,90861,8637
98361,90861,12376
98362,90861,12538
98363,90861,7677
98364,90861,13342
98369,90901,8344
98370,90901,20
98377,90920,13064
98378,90920,112
98379,90920,2097
98380,90920,1178
98381,90920,2395
98382,90920,92
98395,87046,1560
98396,87564,12324
98397,87564,12805
98398,87564,9193
98399,87564,12460
98400,87564,7470
98401,87564,13871
98402,87564,14320
98403,87564,211
98404,87564,14067
98405,87564,1560
98406,87564,2109
98407,87564,9406
98408,87564,7839
98409,90943,9733
98410,90943,14089
98411,90943,13420
98412,90943,13042
98413,90943,14131
98414,90943,12918
98422,90968,9430
98423,90986,12519
98424,90986,13164
98425,90986,7694
98426,90986,7677
98427,90986,12376
98428,90986,12538
98429,90986,13594
98430,90986,13342
98442,91107,12452
98453,91169,13946
98454,91169,2395
98457,91282,8087
98497,87852,2600
98498,87852,9169
98499,87852,77
98500,87852,39
98501,91327,13649
98502,91327,811
98503,91327,2533
98504,91333,12528
98505,91333,12833
98506,91333,13589
98507,91333,12911
98508,91368,12996
98520,91471,12331
98521,91503,9537
98522,91503,1186
98523,91503,8902
98524,91503,9738
98525,91503,8087
98526,91503,12861
98527,91503,13456
98528,91503,8467
98529,91503,8439
98530,91503,13979
98531,91503,13852
98532,91503,13418
98533,91503,8734
98534,80658,1956
98535,80658,8582
98536,80658,14059
98537,80658,7694
98538,80658,14355
98539,80658,14357
98540,80658,13242
98541,80658,13948
98542,80658,7677
98543,80658,14334
98544,80658,14399
98549,90187,9129
98550,90187,7677
98551,90187,12999
98553,90536,13054
98554,91620,7969
98555,91620,1186
98556,91620,8902
98557,91620,9537
98558,91620,9738
98559,91620,8087
98560,91620,12861
98561,91620,13456
98562,91620,8467
98563,91620,8439
98564,91620,13979
98565,91620,13852
98566,91620,13418
98567,91620,8734
98568,91623,7969
98569,91623,1186
98570,91623,8902
98571,91623,9537
98572,91623,9738
98573,91623,8087
98574,91623,12861
98575,91623,13456
98576,91623,8467
98577,91623,8439
98578,91623,13979
98579,91623,13852
98580,91623,13418
98581,91623,8734
98584,91639,9733
98585,91639,14089
98586,91639,13420
98587,91639,13042
98588,91639,14131
98589,91639,12918
98590,91639,14551
98591,91639,12915
98592,91698,7688
98593,91698,13660
98594,91698,2533
98595,91698,7670
98596,91698,13222
98600,91762,2499
98601,91762,12805
98602,91762,9193
98603,91762,7437
98604,91762,13871
98605,91762,14067
98606,91762,1560
98607,91762,2109
98608,91762,9406
98609,91762,7839
98618,88000,13417
98619,88000,13946
98620,88000,2395
98621,91846,7969
98622,91846,13418
98623,91846,13979
98624,88466,2447
98625,91851,77
98626,80919,14551
98627,81539,13570
98628,81539,14089
98629,81539,13420
98630,81539,13936
98631,81539,13042
98632,81539,14131
98633,81539,14551
98634,81539,14552
98635,81539,13436
98636,81539,12915
98637,81539,1950
98638,81199,13570
98639,81199,14089
98640,81199,13420
98641,81199,13936
98642,81199,13042
98643,81199,14131
98644,81199,14551
98645,81199,14552
98646,81199,13436
98647,81199,12915
98648,81199,1950
98649,81890,13570
98650,81890,14089
98651,81890,13420
98652,81890,13936
98653,81890,13042
98654,81890,14131
98655,81890,14551
98656,81890,14552
98657,81890,13436
98658,81890,12915
98659,81890,1950
98660,82242,13570
98661,82242,14089
98662,82242,13420
98663,82242,13936
98664,82242,13042
98665,82242,14131
98666,82242,14551
98667,82242,14552
98668,82242,13436
98669,82242,12915
98670,82242,1950
98671,82602,13936
98672,82601,13570
98673,82601,14089
98674,82601,13420
98675,82601,13936
98676,82601,14131
98677,82601,14551
98678,82601,14552
98679,82601,13436
98680,82601,1950
98693,91865,9733
98694,91865,14089
98695,91865,13420
98696,91865,13042
98697,91865,14131
98698,91865,12918
98699,91865,14551
98700,91865,14552
98701,91865,12915
98702,91861,13570
98703,91861,9415
98704,91861,14089
98705,91861,13420
98706,91861,13936
98707,91861,13042
98708,91861,14131
98709,91861,14551
98710,91861,14552
98711,91861,13436
98712,91861,12915
98713,91861,1950
98714,85690,13936
98715,85690,14089
98716,85690,13436
98717,85690,14551
98718,86126,14089
98719,86126,14131
98720,86126,13436
98721,86126,12915
98722,86579,13570
98723,86579,14089
98724,86579,13420
98725,86579,13936
98726,86579,13042
98727,86579,14131
98728,86579,14551
98729,86579,14552
98730,86579,13436
98731,86579,12915
98732,86579,1950
98733,87561,14089
98734,87561,13570
98735,87561,14131
98736,87561,13042
98737,87868,14089
98738,87868,13420
98739,87868,13936
98740,87868,13042
98741,87868,14131
98742,87868,14551
98743,87868,14552
98744,87868,13436
98745,87868,12915
98746,87868,1950
98747,90340,14464
98748,90183,14320
98749,90183,13476
98750,90183,12805
98751,90183,8893
98752,90183,9193
98753,90183,9387
98754,90183,7437
98755,90183,7470
98756,90183,13871
98757,90183,2256
98758,90183,211
98759,90183,14067
98760,90183,1560
98761,90183,12324
98762,90183,2109
98763,90183,9406
98764,90183,7839
98765,90373,8576
98766,90373,2256
98767,90682,7335
98768,90682,107
98769,90682,13
98770,90682,53
98771,90682,12921
98772,90682,1178
98773,90682,251
98774,90682,92
98775,85358,12433
98776,85358,14355
98777,85358,13150
98778,85358,12582
98784,92035,1693
98785,92035,14029
98786,90656,13164
98787,90656,12827
98788,90656,8644
98789,90656,8637
98790,92149,13222
98791,92149,13649
98792,92149,9738
98793,92149,13223
98794,92149,112
98795,92149,9169
98797,90784,7739
98798,90784,8644
98799,90784,12519
98800,90784,12331
98801,90784,8637
98802,90784,14357
98803,90784,13242
98804,90784,13594
98805,90784,12827
98806,90784,7677
98807,91104,7739
98808,90434,14320
98809,90434,2499
98810,90434,12805
98811,90434,9387
98812,90434,12460
98813,90434,7437
98814,90434,13871
98815,90434,2256
98816,90434,211
98817,90434,2109
98818,90434,9406
98819,91277,8087
98822,91181,39
98823,85367,13570
98824,85367,14089
98825,85367,13420
98826,85367,13936
98827,85367,13042
98828,85367,14131
98829,85367,14551
98830,85367,14552
98831,85367,13436
98832,85367,12915
98833,85367,1950
98834,85687,14089
98835,85687,13042
98836,85687,13436
98837,85687,14551
98838,89936,9508
98839,90266,14131
98840,90336,14059
98841,90336,1956
98842,90336,14428
98843,90336,13162
98844,90336,12555
98845,90336,12562
98846,90336,13941
98847,90336,1532
98848,90179,12290
98849,90179,14059
98850,90179,1956
98851,90179,5479
98852,90179,14428
